idOrder,OrderDate,Segmanto,VentaTotal
50148,3/4/2014,Consumer,17442.18
54369,3/5/2011,Consumer,391.51
44064,3/5/2012,Consumer,755.8
26723,3/5/2013,Consumer,527.92
5318,3/6/2012,Consumer,6877.67
12999,3/6/2012,Consumer,2958.33
9286,3/6/2013,Consumer,129.48
9922,3/6/2013,Consumer,9168.79
39460,3/7/2011,Consumer,2571.31
2656,3/7/2012,Consumer,1521.64
5696,3/7/2013,Consumer,2949.7
41539,3/7/2013,Consumer,2743.99
44960,3/7/2013,Consumer,321.12
6179,3/8/2011,Consumer,3503.85
57125,3/8/2012,Consumer,938.39
326,3/8/2013,Consumer,302.43
8006,3/8/2013,Consumer,180.36
3172,3/8/2014,Consumer,692.67
12292,3/8/2014,Consumer,841.92
46055,3/8/2014,Consumer,1274.5
22695,3/9/2011,Consumer,442.64
21509,3/9/2014,Consumer,47.97
53605,3/10/2012,Consumer,8742.13
48512,3/10/2013,Consumer,377.22
51494,3/10/2013,Consumer,503.58
51619,3/11/2011,Consumer,12136.02
2309,3/11/2013,Consumer,26.6
27904,3/11/2013,Consumer,527.92
25666,3/11/2014,Consumer,5351.43
22211,3/12/2013,Consumer,18607.51
29351,3/12/2013,Consumer,5184.83
42657,3/12/2013,Consumer,959.04
25476,3/12/2014,Consumer,14743.57
5890,4/1/2015,Consumer,881.58
13479,4/2/2012,Consumer,2977.84
15040,4/2/2012,Consumer,437.28
7746,4/2/2013,Consumer,19.98
36997,4/2/2013,Consumer,101.79
54950,4/2/2013,Consumer,9510.46
13031,4/2/2015,Consumer,220.32
25860,4/3/2012,Consumer,2273.59
24033,4/3/2013,Consumer,1199.5
30053,4/4/2011,Consumer,3319.77
52322,4/4/2012,Consumer,3.95
39813,4/4/2014,Consumer,311.04
8101,4/5/2012,Consumer,3876.95
450,4/5/2013,Consumer,1552.32
52518,4/6/2014,Consumer,167.6
6310,4/7/2011,Consumer,218.43
39141,4/7/2011,Consumer,3837
19649,4/7/2013,Consumer,1503.86
21414,4/7/2013,Consumer,8106.03
8161,4/8/2011,Consumer,117.45
44294,4/8/2011,Consumer,897.86
6916,4/8/2012,Consumer,436
41282,4/9/2011,Consumer,971.88
15618,4/10/2012,Consumer,1806.06
31495,4/10/2012,Consumer,1355.64
52326,4/10/2012,Consumer,156.21
56166,4/10/2012,Consumer,749.79
37412,4/10/2014,Consumer,186.66
51969,4/11/2013,Consumer,2374.15
40802,4/11/2014,Consumer,3247.72
49094,4/11/2014,Consumer,851.88
46534,4/12/2014,Consumer,1299.87
28259,5/1/2012,Consumer,241.34
50336,5/1/2012,Consumer,51.93
31399,5/1/2014,Consumer,413.91
37798,5/1/2015,Consumer,6709.79
9344,5/2/2014,Consumer,5633.51
18400,5/2/2014,Consumer,607.55
9285,5/3/2011,Consumer,122.94
44069,5/3/2011,Consumer,792.48
8998,5/3/2012,Consumer,2327.73
29058,5/3/2012,Consumer,30509.48
57606,5/3/2012,Consumer,313.02
9221,5/3/2013,Consumer,1553.75
10945,5/3/2014,Consumer,1343.86
43494,5/3/2014,Consumer,3876.04
39904,5/4/2011,Consumer,355.96
45059,5/4/2013,Consumer,5164.35
28291,5/5/2011,Consumer,3933.72
48322,5/5/2014,Consumer,41.16
51559,5/5/2014,Consumer,883.32
2853,5/7/2011,Consumer,4461.75
49607,5/7/2011,Consumer,1235.94
18503,5/7/2013,Consumer,7808.57
23617,5/7/2013,Consumer,226.2
42628,5/7/2013,Consumer,1397.8
39652,5/7/2014,Consumer,798.36
49380,5/7/2014,Consumer,21318.22
16419,5/10/2011,Consumer,248.54
57504,5/10/2011,Consumer,336.16
38787,5/10/2013,Consumer,72.16
16231,5/11/2014,Consumer,2489.8
15075,5/12/2011,Consumer,1584.76
19111,5/12/2011,Consumer,199.92
23680,6/1/2013,Consumer,2565.12
16480,6/2/2012,Consumer,75.6
45824,6/2/2012,Consumer,6195.64
54528,6/3/2013,Consumer,373.26
58054,6/3/2013,Consumer,54.08
39619,6/3/2014,Consumer,740.1
34978,6/4/2013,Consumer,172.48
26852,6/5/2012,Consumer,9.96
2240,6/5/2014,Consumer,321.63
24677,6/5/2014,Consumer,374
50016,6/6/2011,Consumer,1289.85
29700,6/6/2012,Consumer,27.72
56003,6/6/2012,Consumer,1962.74
21601,6/6/2013,Consumer,2272.8
25830,6/7/2012,Consumer,188.38
48197,6/7/2014,Consumer,1311.04
21958,6/8/2011,Consumer,5085.5
14018,6/8/2012,Consumer,149.4
51011,6/8/2012,Consumer,6395.59
33540,6/8/2013,Consumer,206.85
39744,6/9/2011,Consumer,7049.86
27558,6/9/2013,Consumer,448.98
27936,6/9/2013,Consumer,11794.19
52512,6/9/2013,Consumer,231.56
4741,6/9/2014,Consumer,350
34435,6/10/2011,Consumer,440.16
36196,6/10/2013,Consumer,93.48
30597,6/10/2014,Consumer,727.32
50500,6/11/2013,Consumer,170.88
52130,6/11/2014,Consumer,1525.73
40194,6/12/2012,Consumer,7972.9
4128,6/12/2013,Consumer,379.62
19911,6/12/2013,Consumer,12172.98
13348,7/1/2013,Consumer,4929.75
3008,7/1/2014,Consumer,6680.13
43459,7/1/2014,Consumer,14943.24
25249,7/1/2015,Consumer,970.02
35457,7/2/2012,Consumer,3193.65
9829,7/2/2014,Consumer,732.18
20098,7/2/2014,Consumer,357.65
14755,7/3/2012,Consumer,3022.91
5601,7/3/2014,Consumer,122.2
13444,7/3/2014,Consumer,157.08
35776,7/4/2011,Consumer,325.89
21155,7/4/2013,Consumer,79.92
32007,7/4/2013,Consumer,17113.4
16548,7/4/2014,Consumer,2926.96
24391,7/5/2011,Consumer,3233.72
56610,7/5/2012,Consumer,864.4
52578,7/5/2013,Consumer,9953.26
51876,7/5/2014,Consumer,111.98
10851,7/6/2011,Consumer,1287.86
40544,7/6/2011,Consumer,2365.35
42599,7/6/2011,Consumer,9330.38
11943,7/6/2012,Consumer,2056.67
57889,7/6/2012,Consumer,818.61
39143,7/6/2014,Consumer,6945.08
51873,7/7/2011,Consumer,264.19
55392,7/8/2011,Consumer,240.16
21159,7/8/2013,Consumer,14.9
21346,7/8/2013,Consumer,416.76
53894,7/9/2011,Consumer,9136.8
41120,7/9/2014,Consumer,972.44
193,7/10/2012,Consumer,174.16
9985,7/10/2012,Consumer,80.16
8933,7/12/2012,Consumer,2273
42848,7/12/2014,Consumer,382
1792,8/1/2013,Consumer,377.44
8834,8/1/2013,Consumer,6806.74
57671,8/1/2015,Consumer,22.5
2976,8/2/2013,Consumer,15029.4
9093,8/2/2014,Consumer,292.32
12130,8/2/2014,Consumer,2208.66
8195,8/3/2013,Consumer,126.76
29958,8/3/2013,Consumer,16330.75
42561,8/4/2012,Consumer,1289.85
2053,8/4/2013,Consumer,20525.15
27622,8/4/2013,Consumer,1282.56
46307,8/4/2013,Consumer,1793.88
54882,8/4/2013,Consumer,157.76
56711,8/4/2013,Consumer,1201
58978,8/4/2014,Consumer,77.74
57029,8/5/2013,Consumer,84.78
59586,8/5/2014,Consumer,167
16291,8/6/2013,Consumer,850.02
25793,8/6/2014,Consumer,4211.73
11426,8/7/2011,Consumer,313.12
17313,8/7/2011,Consumer,128.52
24452,8/7/2011,Consumer,116.64
55616,8/7/2013,Consumer,677.18
46977,8/7/2014,Consumer,3392.01
39780,8/8/2011,Consumer,3792.36
25889,8/8/2012,Consumer,329.82
2054,8/8/2014,Consumer,1144.57
21028,8/8/2014,Consumer,440.04
39943,8/8/2014,Consumer,279.08
15202,8/9/2012,Consumer,1439.28
21539,8/9/2012,Consumer,3179.07
57381,8/10/2011,Consumer,588.78
57669,8/10/2012,Consumer,1680.18
9700,8/10/2013,Consumer,109.9
53956,8/10/2013,Consumer,1762.57
706,8/11/2013,Consumer,73.92
29536,8/11/2014,Consumer,3857.12
26016,8/12/2011,Consumer,2178.58
47520,8/12/2011,Consumer,5008.03
7619,8/12/2012,Consumer,139.84
32519,8/12/2012,Consumer,87.12
52641,8/12/2012,Consumer,935.94
53443,8/12/2013,Consumer,1665.54
12097,9/1/2013,Consumer,2194.57
22498,9/1/2013,Consumer,34
50663,9/1/2013,Consumer,1585.48
32198,9/1/2014,Consumer,228.47
42469,9/1/2015,Consumer,3161.58
50754,9/2/2012,Consumer,71.91
59297,9/2/2012,Consumer,1559.87
15941,9/2/2014,Consumer,872.1
33219,9/2/2014,Consumer,6931.2
6854,9/3/2011,Consumer,133.84
14274,9/3/2011,Consumer,4845.4
16770,9/3/2011,Consumer,35.7
16961,9/3/2011,Consumer,1099.22
48935,9/3/2012,Consumer,103.11
45284,9/3/2014,Consumer,81.62
34245,9/4/2012,Consumer,179.76
13542,9/5/2011,Consumer,3599.2
44897,9/5/2012,Consumer,80.08
48263,9/5/2012,Consumer,309.44
2722,9/6/2011,Consumer,1884.62
13028,9/6/2011,Consumer,1382.16
24581,9/6/2012,Consumer,36.4
29478,9/6/2012,Consumer,314.85
53825,9/6/2013,Consumer,1729.44
54342,9/8/2011,Consumer,3543.63
43207,9/8/2012,Consumer,2369.26
29856,9/8/2014,Consumer,119.52
43298,9/9/2013,Consumer,6696.87
2209,9/9/2014,Consumer,10488.85
24450,9/9/2014,Consumer,855.49
34916,9/10/2012,Consumer,14.46
50146,9/10/2012,Consumer,2751.68
55558,9/10/2012,Consumer,1600.45
59428,9/11/2012,Consumer,4814.34
59202,9/11/2014,Consumer,298.31
28675,9/12/2011,Consumer,989.85
36739,9/12/2011,Consumer,393.62
5350,9/12/2012,Consumer,7484.37
35649,9/12/2013,Consumer,205.38
39332,9/12/2013,Consumer,163.88
41318,9/12/2013,Consumer,1196.16
11911,10/1/2013,Consumer,380.5
43585,10/1/2013,Consumer,1054.12
17926,10/1/2014,Consumer,566.47
35587,10/1/2014,Consumer,207.26
34438,10/2/2013,Consumer,564.2
42083,10/2/2014,Consumer,5652.7
59685,10/2/2015,Consumer,1089.3
18405,10/3/2011,Consumer,777.36
43909,10/3/2011,Consumer,735.54
2244,10/3/2012,Consumer,72.2
7840,10/3/2013,Consumer,166.26
46402,10/3/2013,Consumer,4122.45
14726,10/3/2014,Consumer,314.25
23808,10/4/2011,Consumer,4127.12
22532,10/4/2013,Consumer,115.05
27109,10/4/2014,Consumer,526.56
28198,10/4/2014,Consumer,8799.5
37763,10/4/2014,Consumer,1756.02
40034,10/5/2013,Consumer,577.16
44610,10/5/2013,Consumer,128.03
42471,10/5/2014,Consumer,44.85
8646,10/6/2011,Consumer,25625.96
39815,10/6/2011,Consumer,4987.57
45120,10/6/2011,Consumer,15637.83
12613,10/6/2012,Consumer,1903.88
4839,10/7/2011,Consumer,155.52
2241,10/7/2012,Consumer,948.1
132,10/8/2012,Consumer,4145.13
37702,10/8/2013,Consumer,593.12
38274,10/8/2013,Consumer,3003.58
26629,10/9/2011,Consumer,22888.58
34822,10/9/2014,Consumer,1011.54
17927,10/10/2011,Consumer,879.9
36448,10/11/2012,Consumer,1004.92
50209,10/11/2012,Consumer,1928.1
14368,10/11/2013,Consumer,1809.36
55809,10/11/2013,Consumer,201.96
31744,10/11/2014,Consumer,77.76
14785,10/12/2011,Consumer,801.95
23008,10/12/2011,Consumer,1514.76
53508,11/1/2012,Consumer,1462.65
56706,11/1/2012,Consumer,699.93
51783,11/1/2014,Consumer,5749.25
9602,11/1/2015,Consumer,4214.81
16579,11/2/2013,Consumer,249.26
47844,11/2/2013,Consumer,6190.18
4611,11/3/2012,Consumer,16031.36
23556,11/3/2013,Consumer,12350.5
3138,11/4/2011,Consumer,719.96
56581,11/4/2011,Consumer,2119.6
29507,11/4/2014,Consumer,5409.31
34497,11/5/2011,Consumer,750.28
37095,11/5/2011,Consumer,20349.06
55271,11/5/2013,Consumer,1614.24
7174,11/5/2014,Consumer,137.3
16804,11/5/2014,Consumer,2783.16
19975,11/6/2011,Consumer,386.1
20838,11/6/2011,Consumer,246.98
3040,11/6/2012,Consumer,84.24
3205,11/6/2014,Consumer,3122.98
24356,11/7/2012,Consumer,12986.63
56710,11/7/2012,Consumer,2441.95
58371,11/7/2012,Consumer,4144.42
53127,11/7/2013,Consumer,5118.51
24869,11/8/2011,Consumer,123.9
4871,11/8/2013,Consumer,961.98
23107,11/8/2013,Consumer,37.66
24519,11/8/2013,Consumer,117.48
42887,11/8/2014,Consumer,702.46
35366,11/9/2013,Consumer,149.04
10464,11/10/2011,Consumer,114.54
45731,11/10/2011,Consumer,16164.69
31650,11/10/2012,Consumer,1472.69
8801,11/10/2014,Consumer,5694.39
38656,11/10/2014,Consumer,776.1
6115,11/11/2012,Consumer,444.5
166,11/11/2013,Consumer,659.9
13986,11/12/2013,Consumer,1816.08
33571,11/12/2013,Consumer,5.08
12224,12/2/2012,Consumer,1292.69
29857,12/2/2012,Consumer,5780.18
41895,12/3/2013,Consumer,27999.92
34662,12/3/2014,Consumer,12984.3
1412,12/5/2012,Consumer,146.88
2149,12/5/2012,Consumer,37.52
15234,12/5/2012,Consumer,4157.67
40804,12/5/2012,Consumer,4427.64
42884,12/5/2012,Consumer,11628.42
50789,12/5/2013,Consumer,8923.77
58279,12/6/2011,Consumer,1344.64
2272,12/6/2012,Consumer,8291.4
48128,12/6/2014,Consumer,2499.95
23360,12/7/2011,Consumer,470.1
33317,12/7/2011,Consumer,972.1
56197,12/7/2011,Consumer,10258.89
29120,12/7/2012,Consumer,3252.72
15524,12/7/2014,Consumer,153.36
45671,12/8/2013,Consumer,127.01
44839,12/8/2014,Consumer,917.46
50977,12/8/2014,Consumer,18.97
58658,12/8/2014,Consumer,2672.17
41217,12/9/2013,Consumer,1276.04
549,12/9/2014,Consumer,1265.34
17735,12/9/2014,Consumer,412.29
20709,12/10/2011,Consumer,41.42
29376,12/10/2014,Consumer,3101.2
21862,12/11/2012,Consumer,27520.79
11815,12/11/2013,Consumer,346.06
43111,12/11/2013,Consumer,4481.46
42144,13/01/2012,Consumer,646.5
43782,13/01/2013,Consumer,182.25
56837,13/02/2013,Consumer,909.8
4771,13/02/2015,Consumer,127.04
49381,13/02/2015,Consumer,1490.58
33988,13/03/2011,Consumer,150.6
55367,13/03/2011,Consumer,2754.78
44036,13/03/2014,Consumer,233.6
25574,13/05/2011,Consumer,6132.46
43936,13/05/2012,Consumer,669.48
55040,13/06/2011,Consumer,5857.88
4069,13/07/2014,Consumer,261.1
30886,13/07/2014,Consumer,5408.76
56672,13/07/2014,Consumer,4894.57
14275,13/08/2012,Consumer,685.52
34565,13/09/2011,Consumer,5921.53
57412,13/09/2011,Consumer,271.66
29827,13/09/2013,Consumer,920.85
18723,13/10/2011,Consumer,55.99
19687,13/10/2012,Consumer,1106.61
13284,13/10/2014,Consumer,11108.86
45860,13/10/2014,Consumer,65.16
49891,13/11/2011,Consumer,332.49
6848,13/11/2012,Consumer,118.8
46212,13/11/2014,Consumer,4191.4
50786,13/12/2011,Consumer,479.96
13440,13/12/2012,Consumer,967.56
27463,14/01/2012,Consumer,836.58
4580,14/01/2013,Consumer,7867.44
14499,14/01/2013,Consumer,587.16
13120,14/02/2012,Consumer,795.06
38882,14/02/2012,Consumer,6769.83
54468,14/02/2012,Consumer,447.25
42151,14/02/2013,Consumer,5459.65
59815,14/02/2013,Consumer,51.94
20743,14/02/2014,Consumer,205.92
21830,14/03/2011,Consumer,7599.62
1857,14/03/2012,Consumer,206.46
38369,14/03/2012,Consumer,214.11
292,14/03/2014,Consumer,425.7
5382,14/03/2014,Consumer,269.4
28485,14/03/2014,Consumer,51.36
14983,14/04/2011,Consumer,13595.34
18790,14/04/2011,Consumer,14255.36
45414,14/04/2011,Consumer,1036.66
58502,14/04/2012,Consumer,5213.41
19744,14/05/2012,Consumer,490.77
20194,14/05/2014,Consumer,202.4
9216,14/06/2013,Consumer,6515.28
39876,14/06/2014,Consumer,22661.2
9254,14/07/2012,Consumer,117.84
10502,14/07/2012,Consumer,8965.02
22338,14/07/2012,Consumer,1048.56
57444,14/07/2013,Consumer,184.32
8130,14/07/2014,Consumer,61.95
33478,14/08/2012,Consumer,123.48
29506,14/08/2013,Consumer,224.34
41189,14/09/2011,Consumer,193.5
14980,14/09/2014,Consumer,858.06
52867,14/10/2011,Consumer,1867.35
35079,14/10/2012,Consumer,2016.1
17379,14/10/2013,Consumer,3334.42
56580,14/10/2013,Consumer,9316.83
1542,14/11/2012,Consumer,2744.89
46053,14/11/2014,Consumer,4171.19
49986,14/12/2012,Consumer,110.76
59554,15/01/2014,Consumer,719.2
32613,15/02/2014,Consumer,14540.75
27813,15/03/2011,Consumer,409.8
43362,15/03/2011,Consumer,15849.54
18370,15/03/2013,Consumer,1475.59
42339,15/04/2011,Consumer,200.88
52227,15/04/2011,Consumer,239.76
59619,15/04/2012,Consumer,298.56
7171,15/04/2013,Consumer,2204.55
40772,15/04/2014,Consumer,118.35
46241,15/05/2011,Consumer,2114.12
36737,15/05/2012,Consumer,2748.44
11109,15/05/2013,Consumer,133.2
16932,15/06/2012,Consumer,278.5
37318,15/06/2012,Consumer,1087.36
21063,15/06/2013,Consumer,7353.96
52293,15/06/2013,Consumer,25.92
52007,15/06/2014,Consumer,10540.62
5703,15/07/2012,Consumer,356.12
38372,15/07/2012,Consumer,1284.52
16359,15/07/2014,Consumer,1426.43
21671,15/08/2012,Consumer,677.85
22115,15/08/2012,Consumer,727.25
28899,15/08/2014,Consumer,5561.73
1604,15/09/2012,Consumer,594.08
11840,15/10/2011,Consumer,192.64
14115,15/10/2011,Consumer,4106.26
15971,15/10/2011,Consumer,2639.85
29956,15/10/2011,Consumer,87.36
51175,15/10/2014,Consumer,3267.85
7269,15/11/2011,Consumer,1913.71
38080,15/11/2011,Consumer,129.48
3104,15/11/2012,Consumer,706.56
7968,15/11/2012,Consumer,1509.8
17539,15/11/2013,Consumer,2361.42
23078,15/11/2013,Consumer,1117.43
24705,15/11/2013,Consumer,696.55
26021,15/11/2014,Consumer,356.83
42054,15/11/2014,Consumer,92.16
42306,15/11/2014,Consumer,854.42
30023,15/12/2012,Consumer,27455.4
1447,15/12/2014,Consumer,2639.6
10117,16/01/2013,Consumer,4553
57121,16/01/2014,Consumer,797.13
45346,16/01/2015,Consumer,739.26
25027,16/02/2012,Consumer,3658.5
48192,16/02/2012,Consumer,2114.7
32996,16/02/2013,Consumer,398.68
47717,16/02/2014,Consumer,171.85
18851,16/02/2015,Consumer,191.36
25541,16/03/2011,Consumer,299
37125,16/03/2012,Consumer,68.08
12259,16/04/2012,Consumer,6613.2
14791,16/04/2012,Consumer,1913.71
35494,16/04/2013,Consumer,2015.28
45991,16/04/2013,Consumer,307.48
54053,16/04/2014,Consumer,7841.48
11585,16/05/2011,Consumer,557.64
43972,16/05/2012,Consumer,791.88
17571,16/05/2014,Consumer,1744.36
21223,16/05/2014,Consumer,716.14
52995,16/05/2014,Consumer,26.88
33220,16/06/2011,Consumer,4276.73
58818,16/06/2011,Consumer,5475.58
772,16/06/2012,Consumer,860.7
56321,16/06/2012,Consumer,139.2
8353,16/07/2011,Consumer,329.92
28161,16/08/2011,Consumer,7101.18
29730,16/08/2012,Consumer,3170.58
13383,16/08/2014,Consumer,711.9
16897,16/08/2014,Consumer,427.06
47301,16/09/2013,Consumer,425.88
46979,16/09/2014,Consumer,9313.68
30467,16/10/2011,Consumer,2104.9
38598,16/10/2011,Consumer,15729.99
24227,16/10/2012,Consumer,2063.76
47040,16/10/2012,Consumer,476.14
49409,16/10/2013,Consumer,1399.72
35558,16/11/2011,Consumer,27.58
46437,16/11/2011,Consumer,1437.66
24263,16/11/2014,Consumer,543.04
55335,16/11/2014,Consumer,8429.4
40160,16/12/2011,Consumer,1470.62
47108,16/12/2011,Consumer,2323.86
41826,16/12/2012,Consumer,557.04
49504,17/01/2012,Consumer,331.65
44935,17/01/2013,Consumer,9281.52
16995,17/02/2013,Consumer,47.88
21894,17/02/2014,Consumer,58.08
14913,17/04/2011,Consumer,939.06
56452,17/04/2011,Consumer,8056.98
29473,17/04/2014,Consumer,13073.29
38052,17/04/2014,Consumer,532.74
49538,17/05/2012,Consumer,765.02
53025,17/05/2012,Consumer,191.36
53637,17/05/2013,Consumer,479.76
4515,17/05/2014,Consumer,846.79
50337,17/06/2011,Consumer,15403.7
50982,17/06/2014,Consumer,86.25
20132,17/07/2012,Consumer,8129.1
50594,17/07/2012,Consumer,3348.09
8995,17/07/2013,Consumer,4214.68
18340,17/08/2013,Consumer,327.04
53698,17/08/2014,Consumer,48.4
11843,17/09/2011,Consumer,6081.69
22919,17/09/2011,Consumer,103.11
18341,17/09/2012,Consumer,225.42
32452,17/09/2013,Consumer,8.64
40422,17/09/2013,Consumer,2573.61
45734,17/09/2014,Consumer,548.02
3463,17/10/2012,Consumer,278.64
22820,17/10/2012,Consumer,345.34
13381,17/10/2013,Consumer,10648.11
42373,17/10/2013,Consumer,120.01
13601,17/10/2014,Consumer,840.31
15335,17/11/2012,Consumer,826.28
23842,17/11/2012,Consumer,133.6
32994,17/11/2014,Consumer,220.32
36034,17/12/2014,Consumer,17.6
56740,17/12/2014,Consumer,24804.89
32647,18/01/2014,Consumer,10072.71
59009,18/01/2014,Consumer,588.62
22947,18/02/2012,Consumer,232.18
47207,18/02/2012,Consumer,464.7
39842,18/02/2013,Consumer,3021.94
22243,18/03/2011,Consumer,25.92
29090,18/03/2014,Consumer,476.4
33095,18/04/2011,Consumer,7475.16
46119,18/04/2011,Consumer,19447.4
57127,18/04/2012,Consumer,721.24
23426,18/04/2013,Consumer,1064.34
24672,18/05/2014,Consumer,10579.62
13634,18/06/2013,Consumer,1989.74
48742,18/06/2014,Consumer,795.48
31907,18/07/2012,Consumer,321.48
1317,18/07/2013,Consumer,867.12
53667,18/07/2014,Consumer,686.72
57602,18/07/2014,Consumer,123.84
5984,18/08/2011,Consumer,937.37
32038,18/08/2011,Consumer,304.2
57155,18/08/2011,Consumer,691.28
38786,18/08/2013,Consumer,239.9
30147,18/08/2014,Consumer,739.26
13094,18/10/2012,Consumer,265.58
27232,18/10/2012,Consumer,664.81
57921,18/10/2012,Consumer,189.5
38884,18/10/2014,Consumer,6171.76
41412,18/11/2011,Consumer,253.8
20966,18/11/2012,Consumer,2021.18
1127,18/11/2013,Consumer,5327.04
7906,18/12/2011,Consumer,961.26
31301,18/12/2012,Consumer,116.25
14336,19/01/2012,Consumer,159.96
56608,19/01/2012,Consumer,43.47
8001,19/01/2013,Consumer,1018.76
32069,19/01/2014,Consumer,1273.76
26240,19/02/2012,Consumer,1644.54
38240,19/02/2012,Consumer,1755.56
3905,19/02/2013,Consumer,2557.38
48515,19/02/2014,Consumer,706.88
2370,19/03/2011,Consumer,906.18
35780,19/03/2013,Consumer,25.68
39333,19/04/2012,Consumer,10040.02
54304,19/04/2012,Consumer,534.38
40065,19/04/2014,Consumer,22133.47
8259,19/06/2011,Consumer,2249.75
47078,19/06/2012,Consumer,447.7
7585,19/07/2013,Consumer,713.66
1701,19/07/2014,Consumer,2048.99
42439,19/08/2012,Consumer,163.52
50469,19/08/2012,Consumer,791.12
8902,19/08/2013,Consumer,174.96
59680,19/08/2014,Consumer,14.85
23041,19/09/2012,Consumer,4622.33
32002,19/09/2012,Consumer,1242.79
2368,19/10/2012,Consumer,533.16
25571,19/10/2014,Consumer,3772.86
31173,19/10/2014,Consumer,191.76
37254,19/11/2011,Consumer,732.76
27715,19/11/2013,Consumer,89.4
28992,19/11/2013,Consumer,7317.27
13126,19/12/2013,Consumer,32277.7
12356,19/12/2014,Consumer,233.22
19782,19/12/2014,Consumer,32.58
33924,19/12/2014,Consumer,6011.76
5920,20/01/2012,Consumer,620.24
31042,20/01/2015,Consumer,3278.92
34659,20/01/2015,Consumer,242.34
6562,20/02/2012,Consumer,16321.68
20965,20/02/2012,Consumer,3838.8
42852,20/02/2012,Consumer,117.78
7077,20/02/2014,Consumer,304.92
51044,20/03/2014,Consumer,1604.74
59170,20/04/2011,Consumer,11459.2
6980,20/04/2012,Consumer,131.4
52003,20/04/2014,Consumer,2450.58
16676,20/05/2011,Consumer,1130.61
9062,20/05/2013,Consumer,2011.13
24865,20/05/2014,Consumer,169.74
59745,20/06/2011,Consumer,18935.28
36102,20/07/2012,Consumer,434.52
20642,20/07/2014,Consumer,1118.22
23681,20/07/2014,Consumer,4031.58
51360,20/08/2013,Consumer,44.28
5441,20/09/2011,Consumer,494.72
25060,20/09/2011,Consumer,9662.42
55847,20/09/2011,Consumer,270.48
28932,20/09/2012,Consumer,354.9
57639,20/09/2012,Consumer,2291.04
19175,20/10/2011,Consumer,1253.81
8901,20/10/2013,Consumer,149.85
36133,20/10/2013,Consumer,119.88
51008,20/10/2013,Consumer,257.6
20096,20/10/2014,Consumer,6275.15
32230,20/10/2014,Consumer,1839.08
32610,20/10/2014,Consumer,2841.28
