"OrdarId","Year","Month","VentaTotal"
56769,"2013","01",417.23
59393,"2013","01",393.72
59553,"2013","01",2941.68
36,"2014","01",3035.54
871,"2014","01",106.08
1191,"2014","01",3528
3008,"2014","01",6680.13
3046,"2014","01",10103.52
3141,"2014","01",566.7
3235,"2014","01",146.01
3622,"2014","01",67.84
4579,"2014","01",1736.4
4672,"2014","01",154
5281,"2014","01",7293.04
5925,"2014","01",6207.87
6432,"2014","01",326.7
6433,"2014","01",151.29
6982,"2014","01",2587.44
10342,"2014","01",20130.56
10369,"2014","01",678.16
10944,"2014","01",161.82
11652,"2014","01",1571.05
12448,"2014","01",7083.06
12930,"2014","01",1126.02
14662,"2014","01",6326.88
15264,"2014","01",3908
16260,"2014","01",18846.06
16993,"2014","01",1647.92
17926,"2014","01",566.47
19523,"2014","01",158.4
20804,"2014","01",5747.82
20960,"2014","01",208.43
21731,"2014","01",1585.48
21859,"2014","01",409.08
22304,"2014","01",42.24
24931,"2014","01",150.66
25248,"2014","01",1546.55
25318,"2014","01",441.44
26176,"2014","01",720.42
26214,"2014","01",2223.6
26437,"2014","01",306.44
26948,"2014","01",468.71
27106,"2014","01",5343.29
27298,"2014","01",8153.98
28870,"2014","01",5166.11
29383,"2014","01",3939.25
29795,"2014","01",26738.55
30532,"2014","01",2820.35
31399,"2014","01",413.91
31520,"2014","01",135.47
32069,"2014","01",1273.76
32198,"2014","01",228.47
32647,"2014","01",10072.71
33126,"2014","01",6075.44
33253,"2014","01",636.61
33254,"2014","01",439.78
34179,"2014","01",304.08
34913,"2014","01",102.15
35239,"2014","01",2381.76
35587,"2014","01",207.26
35687,"2014","01",606.72
36359,"2014","01",61.96
36387,"2014","01",668.48
36640,"2014","01",400.32
37223,"2014","01",9125.57
37252,"2014","01",33951.51
37893,"2014","01",419.86
38272,"2014","01",73.32
40934,"2014","01",555.17
41413,"2014","01",12233.49
42370,"2014","01",125.73
43459,"2014","01",14943.24
44003,"2014","01",202.92
44256,"2014","01",2430.08
46503,"2014","01",1455.74
46951,"2014","01",3015.74
47747,"2014","01",83.2
49477,"2014","01",68.76
49952,"2014","01",1290.36
51009,"2014","01",41.8
51200,"2014","01",1565.42
51525,"2014","01",1958.6
51553,"2014","01",20819.54
51783,"2014","01",5749.25
51842,"2014","01",454.55
52071,"2014","01",131.86
52162,"2014","01",407.35
52321,"2014","01",16314.69
52930,"2014","01",3948.62
53056,"2014","01",532.87
53411,"2014","01",687
54116,"2014","01",3321.56
54368,"2014","01",2294.09
55206,"2014","01",36
55425,"2014","01",7767.31
55873,"2014","01",14694.72
56039,"2014","01",153.64
56130,"2014","01",285.1
56484,"2014","01",1293.06
56577,"2014","01",9990.06
56900,"2014","01",54.56
57121,"2014","01",797.13
57700,"2014","01",1823.24
58690,"2014","01",3062.5
59009,"2014","01",588.62
59554,"2014","01",719.2
59973,"2014","01",18163.63
129,"2015","01",25.92
614,"2015","01",3917.94
1187,"2015","01",223.72
1796,"2015","01",177.59
3297,"2015","01",150
3328,"2015","01",1752.6
4864,"2015","01",5055.68
5890,"2015","01",881.58
6529,"2015","01",91.7
9350,"2015","01",2178.72
9504,"2015","01",2396.83
9602,"2015","01",4214.81
10951,"2015","01",713.72
11137,"2015","01",5329.44
13158,"2015","01",175.5
13346,"2015","01",285.12
15937,"2015","01",520.7
16134,"2015","01",21542.14
16775,"2015","01",2398.06
18368,"2015","01",7650.25
19143,"2015","01",2432.94
19586,"2015","01",74.88
19936,"2015","01",1261.21
20032,"2015","01",139.84
20292,"2015","01",560.27
20676,"2015","01",41.36
21191,"2015","01",6767.52
21827,"2015","01",2977.58
22432,"2015","01",2744.1
22817,"2015","01",7076.97
22819,"2015","01",2.52
23585,"2015","01",188.32
23618,"2015","01",2969.55
23713,"2015","01",4407.62
23777,"2015","01",511.68
23847,"2015","01",1406.93
24579,"2015","01",14008.05
24801,"2015","01",1793.45
25249,"2015","01",970.02
25377,"2015","01",4502.91
26055,"2015","01",7014.08
28934,"2015","01",8542.46
29282,"2015","01",25.92
29927,"2015","01",246.05
31042,"2015","01",3278.92
31270,"2015","01",7307.34
31456,"2015","01",213.8
31552,"2015","01",1095.44
31681,"2015","01",200.64
32231,"2015","01",187.44
32325,"2015","01",1034.1
33637,"2015","01",191.45
34022,"2015","01",285.34
34659,"2015","01",242.34
34976,"2015","01",4491.17
35456,"2015","01",46.62
35938,"2015","01",2359.32
36160,"2015","01",2471.88
36163,"2015","01",462.4
37185,"2015","01",20.8
37287,"2015","01",2695.4
37765,"2015","01",2034.1
37798,"2015","01",6709.79
39364,"2015","01",21739.52
40032,"2015","01",22951.26
40289,"2015","01",115.44
40838,"2015","01",533.5
41063,"2015","01",3066
42469,"2015","01",3161.58
42758,"2015","01",2461.44
42944,"2015","01",9313.8
44737,"2015","01",1046.99
45346,"2015","01",739.26
45700,"2015","01",1636.58
47682,"2015","01",3191.24
47777,"2015","01",86.84
48423,"2015","01",428.26
48448,"2015","01",419.8
48803,"2015","01",194.37
50017,"2015","01",3642.86
50370,"2015","01",106
50503,"2015","01",1847.72
51109,"2015","01",112
51297,"2015","01",356.29
53188,"2015","01",654.28
53990,"2015","01",4883.56
54501,"2015","01",3372.4
54656,"2015","01",99.88
55777,"2015","01",376.49
56644,"2015","01",79.56
57056,"2015","01",2055.81
57600,"2015","01",2466.44
57671,"2015","01",22.5
57699,"2015","01",4162.94
58564,"2015","01",101.92
59492,"2015","01",162
359,"2012","02",3734.7
645,"2012","02",543.9
930,"2012","02",984.72
1411,"2012","02",14549.75
1444,"2012","02",41280.56
1891,"2012","02",322.59
2818,"2012","02",1241.9
3110,"2012","02",1559.87
3458,"2012","02",675.76
4550,"2012","02",3839.68
5735,"2012","02",2809.8
5765,"2012","02",815.12
6241,"2012","02",6113.87
6369,"2012","02",16529.4
6562,"2012","02",16321.68
6592,"2012","02",1812.39
7527,"2012","02",8811.74
7845,"2012","02",2310.32
8229,"2012","02",3808.98
8290,"2012","02",201.6
9248,"2012","02",2926.17
10434,"2012","02",361.96
10624,"2012","02",1103.54
11206,"2012","02",1470.92
11777,"2012","02",690.3
12224,"2012","02",1292.69
13120,"2012","02",795.06
13479,"2012","02",2977.84
13824,"2012","02",54.91
13830,"2012","02",2442.96
15040,"2012","02",437.28
15111,"2012","02",1057.16
16032,"2012","02",442.4
16102,"2012","02",12524.5
16480,"2012","02",75.6
17317,"2012","02",30.94
18689,"2012","02",459.5
19300,"2012","02",76.4
20262,"2012","02",613.44
20965,"2012","02",3838.8
21091,"2012","02",284.16
21442,"2012","02",3538.08
21635,"2012","02",49.84
22279,"2012","02",2363.28
22947,"2012","02",232.18
23936,"2012","02",70.2
24455,"2012","02",330.3
24737,"2012","02",711.42
25027,"2012","02",3658.5
26240,"2012","02",1644.54
28037,"2012","02",207.08
29857,"2012","02",5780.18
29889,"2012","02",263.12
30725,"2012","02",17549.61
31847,"2012","02",1839.08
32101,"2012","02",14003.04
35364,"2012","02",28239.94
35457,"2012","02",3193.65
36033,"2012","02",74.7
36069,"2012","02",3131.52
36355,"2012","02",375.22
36677,"2012","02",22799.62
36834,"2012","02",1880.78
36934,"2012","02",9135.77
36992,"2012","02",441.32
36999,"2012","02",15747.69
37700,"2012","02",3320.73
37734,"2012","02",2077.35
37888,"2012","02",650.38
38240,"2012","02",1755.56
38400,"2012","02",109.84
38594,"2012","02",1026.48
38882,"2012","02",6769.83
39015,"2012","02",5271.02
39076,"2012","02",216.48
39844,"2012","02",4485.21
40356,"2012","02",194.88
40485,"2012","02",677.21
41185,"2012","02",11.56
41607,"2012","02",4355.28
41765,"2012","02",204.18
42852,"2012","02",117.78
44576,"2012","02",6710.32
44962,"2012","02",600.48
45824,"2012","02",6195.64
45959,"2012","02",1937.6
45986,"2012","02",73.8
46113,"2012","02",2465.64
46341,"2012","02",38.64
46528,"2012","02",3476.84
47201,"2012","02",89.64
47203,"2012","02",1132.8
47207,"2012","02",464.7
47617,"2012","02",5184.83
47876,"2012","02",375.12
48192,"2012","02",2114.7
48483,"2012","02",39.78
49283,"2012","02",307
49668,"2012","02",93.5
50275,"2012","02",9890.98
50754,"2012","02",71.91
51233,"2012","02",22.77
51975,"2012","02",1391.88
52070,"2012","02",66.12
52391,"2012","02",1863.75
53382,"2012","02",4556.95
54468,"2012","02",447.25
54755,"2012","02",3255.12
56803,"2012","02",272.16
57378,"2012","02",301.81
58144,"2012","02",765.02
59297,"2012","02",1559.87
59365,"2012","02",535.64
59556,"2012","02",1069.91
59845,"2012","02",315.42
59937,"2012","02",216.86
70,"2013","02",9564.82
195,"2013","02",1242.7
229,"2013","02",1141.6
258,"2013","02",498.76
1699,"2013","02",443.6
1761,"2013","02",11249.75
1825,"2013","02",38.72
2339,"2013","02",1690.2
2659,"2013","02",948.5
2976,"2013","02",15029.4
3169,"2013","02",30.94
3586,"2013","02",847.1
3591,"2013","02",1382.82
3783,"2013","02",348.52
3905,"2013","02",2557.38
5346,"2013","02",15333.73
5538,"2013","02",3656.92
5957,"2013","02",999.91
6053,"2013","02",15.2
6948,"2013","02",1109.7
6978,"2013","02",381.64
7301,"2013","02",1121.83
7746,"2013","02",19.98
8097,"2013","02",7820.64
8515,"2013","02",691.35
9028,"2013","02",14694.72
10242,"2013","02",735.36
11047,"2013","02",15081.39
12160,"2013","02",10071.88
12420,"2013","02",548.64
12452,"2013","02",2627.43
12612,"2013","02",2464.6
13125,"2013","02",921.9
15109,"2013","02",998.05
15808,"2013","02",2024.13
16579,"2013","02",249.26
16613,"2013","02",48.72
16992,"2013","02",130.05
16995,"2013","02",47.88
18627,"2013","02",14.76
18822,"2013","02",2243.66
18887,"2013","02",188.91
19139,"2013","02",89.7
19492,"2013","02",1433.55
19841,"2013","02",6992.99
20036,"2013","02",7700.12
20674,"2013","02",18535.89
21024,"2013","02",198.56
21702,"2013","02",4919.6
22656,"2013","02",309.8
23264,"2013","02",181.44
23329,"2013","02",5953.49
23399,"2013","02",188.72
23746,"2013","02",409.7
25315,"2013","02",9304.44
25350,"2013","02",2477.7
26305,"2013","02",4526.43
27396,"2013","02",136.78
27746,"2013","02",1787.91
30149,"2013","02",875.84
30757,"2013","02",506.62
32131,"2013","02",128.52
32996,"2013","02",398.68
33826,"2013","02",186.42
34438,"2013","02",564.2
34597,"2013","02",1007.92
35042,"2013","02",1172.54
35490,"2013","02",1516.47
35908,"2013","02",780.65
36741,"2013","02",483.62
36805,"2013","02",2087.33
36997,"2013","02",101.79
37218,"2013","02",1917.17
38210,"2013","02",49.8
38406,"2013","02",697.68
38976,"2013","02",8118.92
39043,"2013","02",804.24
39842,"2013","02",3021.94
40519,"2013","02",82.84
40800,"2013","02",367.92
41123,"2013","02",306.18
41570,"2013","02",2516.4
41605,"2013","02",99.68
41702,"2013","02",3223.48
42112,"2013","02",3135.84
42151,"2013","02",5459.65
42465,"2013","02",97.2
42695,"2013","02",791.88
44390,"2013","02",3175.36
44738,"2013","02",71.4
45408,"2013","02",747.25
45668,"2013","02",655.52
45733,"2013","02",872.82
45924,"2013","02",24.95
46177,"2013","02",22589.54
46849,"2013","02",191.59
47267,"2013","02",1471.98
47844,"2013","02",6190.18
49575,"2013","02",513.6
49988,"2013","02",27222.62
51169,"2013","02",273.96
52194,"2013","02",2074.76
54437,"2013","02",839.85
54564,"2013","02",1781.73
54727,"2013","02",1393.16
54850,"2013","02",3989.43
54950,"2013","02",9510.46
55172,"2013","02",35.41
55331,"2013","02",47.97
55363,"2013","02",2170.84
56103,"2013","02",2783.76
56837,"2013","02",909.8
57891,"2013","02",1121.83
58656,"2013","02",39.99
59173,"2013","02",2726.46
59684,"2013","02",9564.72
59714,"2013","02",9085.7
59777,"2013","02",949.81
59815,"2013","02",51.94
454,"2014","02",255.36
774,"2014","02",76.16
2595,"2014","02",11662.54
3525,"2014","02",105.64
4773,"2014","02",8907
6148,"2014","02",897.04
6912,"2014","02",304.92
7077,"2014","02",304.92
9093,"2014","02",292.32
9344,"2014","02",5633.51
9829,"2014","02",732.18
10243,"2014","02",23.76
10820,"2014","02",2162.96
11687,"2014","02",189.28
12130,"2014","02",2208.66
12199,"2014","02",7766.08
12262,"2014","02",1429.2
12289,"2014","02",3024.25
12320,"2014","02",533.05
12806,"2014","02",717.8
13089,"2014","02",3909.32
14563,"2014","02",1115.69
14852,"2014","02",3788.82
15009,"2014","02",1512.74
15941,"2014","02",872.1
17376,"2014","02",1253.12
18400,"2014","02",607.55
18562,"2014","02",163.18
19040,"2014","02",213.8
19616,"2014","02",201.21
20098,"2014","02",357.65
20737,"2014","02",5712.55
20743,"2014","02",205.92
20864,"2014","02",254.6
21894,"2014","02",58.08
21927,"2014","02",8072.54
22086,"2014","02",2014.95
22848,"2014","02",6047.62
22950,"2014","02",1874.85
24422,"2014","02",3585.8
24966,"2014","02",4091.22
25061,"2014","02",960.8
25378,"2014","02",4607.52
26464,"2014","02",1597.73
26658,"2014","02",67.66
28581,"2014","02",204.2
28963,"2014","02",7621.63
29255,"2014","02",725.89
30081,"2014","02",209.04
30279,"2014","02",21705.97
31878,"2014","02",6681.36
32065,"2014","02",449.5
32450,"2014","02",2622.93
32613,"2014","02",14540.75
32803,"2014","02",482.72
33219,"2014","02",6931.2
33510,"2014","02",712.97
36356,"2014","02",4667.85
37667,"2014","02",448.88
37792,"2014","02",219.73
37861,"2014","02",991.36
38146,"2014","02",1163.14
38528,"2014","02",3168.74
38531,"2014","02",109.2
39585,"2014","02",162.56
39617,"2014","02",1482.86
40480,"2014","02",9322.62
40870,"2014","02",13080.31
41349,"2014","02",890.84
41664,"2014","02",1088.1
41956,"2014","02",450.26
41991,"2014","02",3173.22
42082,"2014","02",71.4
42083,"2014","02",5652.7
42692,"2014","02",517.34
43875,"2014","02",9917.53
44452,"2014","02",324
45376,"2014","02",7048.62
45506,"2014","02",527.97
46662,"2014","02",4339.08
47079,"2014","02",1079.84
47265,"2014","02",185.38
47303,"2014","02",1801.14
47717,"2014","02",171.85
48515,"2014","02",706.88
48641,"2014","02",64.74
50657,"2014","02",7752.58
50688,"2014","02",649
50854,"2014","02",6607.38
51201,"2014","02",309.96
51203,"2014","02",26998.02
51463,"2014","02",481.85
52327,"2014","02",4141.86
52833,"2014","02",302.08
54401,"2014","02",713.32
54533,"2014","02",149.1
55042,"2014","02",4214.78
56032,"2014","02",6972.7
56423,"2014","02",1828.05
56868,"2014","02",2243.66
57510,"2014","02",40.08
58755,"2014","02",53.8
59200,"2014","02",507.08
59911,"2014","02",9.11
388,"2015","02",538.2
1573,"2015","02",791.57
3202,"2015","02",539.8
3680,"2015","02",266.16
4706,"2015","02",2018.4
4771,"2015","02",127.04
5891,"2015","02",41.96
5954,"2015","02",19103.36
6117,"2015","02",155.61
6339,"2015","02",299.6
7427,"2015","02",17243.21
7751,"2015","02",4319.1
8803,"2015","02",1678.54
10341,"2015","02",2472.65
10466,"2015","02",115.56
10982,"2015","02",4254.92
12129,"2015","02",4427.64
12256,"2015","02",126.72
12837,"2015","02",1175.36
13031,"2015","02",220.32
13570,"2015","02",4678.26
14435,"2015","02",36552.62
15712,"2015","02",48.58
16005,"2015","02",47.67
16772,"2015","02",99.18
16935,"2015","02",137.28
18851,"2015","02",191.36
19394,"2015","02",965.79
19745,"2015","02",10715.91
20450,"2015","02",6752.46
21220,"2015","02",483.88
21344,"2015","02",2701.88
21505,"2015","02",854.94
21729,"2015","02",1228.92
22752,"2015","02",221.96
23555,"2015","02",436.96
23619,"2015","02",4505.18
23745,"2015","02",11360.85
24451,"2015","02",1651.44
24576,"2015","02",754.51
26661,"2015","02",2045.69
26726,"2015","02",1060.15
26919,"2015","02",3767.16
28224,"2015","02",155.75
28453,"2015","02",563.16
28611,"2015","02",20650.98
29505,"2015","02",38.72
30469,"2015","02",325.68
32102,"2015","02",12.96
32449,"2015","02",14218
33570,"2015","02",5678.82
34400,"2015","02",1211.08
34532,"2015","02",1270.18
34723,"2015","02",11642.21
35011,"2015","02",153.72
35590,"2015","02",399.96
37063,"2015","02",883.5
38848,"2015","02",260.46
39399,"2015","02",307.44
41634,"2015","02",408.21
41671,"2015","02",636.02
43109,"2015","02",909.54
44992,"2015","02",8663.36
46048,"2015","02",601.6
46276,"2015","02",16213.69
48353,"2015","02",69.3
48576,"2015","02",789.57
48615,"2015","02",454.44
48672,"2015","02",249.83
49190,"2015","02",27.52
49381,"2015","02",1490.58
49798,"2015","02",1723.32
49889,"2015","02",603.08
51205,"2015","02",420.39
51813,"2015","02",1442.74
53216,"2015","02",233.28
53984,"2015","02",158.24
54791,"2015","02",9430.35
55239,"2015","02",1340.46
55747,"2015","02",41176.44
56708,"2015","02",10743.48
58210,"2015","02",136.04
58949,"2015","02",1799.5
59329,"2015","02",692.79
59685,"2015","02",1089.3
59781,"2015","02",31211.76
66,"2011","03",118.08
290,"2011","03",183.36
1028,"2011","03",2436.77
1921,"2011","03",7875.36
2370,"2011","03",906.18
3073,"2011","03",49587.05
4193,"2011","03",134.24
6854,"2011","03",133.84
6884,"2011","03",502.63
7043,"2011","03",6.96
7203,"2011","03",22424.75
7461,"2011","03",4543.72
7815,"2011","03",197.88
7909,"2011","03",123.54
8325,"2011","03",2551.35
8576,"2011","03",501.38
8710,"2011","03",212.94
8868,"2011","03",356.06
9285,"2011","03",122.94
9637,"2011","03",28802.58
9762,"2011","03",251.76
10272,"2011","03",865.28
10530,"2011","03",443.96
10661,"2011","03",1424.28
11686,"2011","03",7827.62
11972,"2011","03",853.8
12676,"2011","03",202.25
12771,"2011","03",1298.48
12869,"2011","03",1889.85
13602,"2011","03",1060.87
13636,"2011","03",28191.36
13729,"2011","03",863.91
14274,"2011","03",4845.4
14596,"2011","03",262.48
15718,"2011","03",1966.02
16770,"2011","03",35.7
16961,"2011","03",1099.22
16999,"2011","03",3734.64
17155,"2011","03",1254.56
17186,"2011","03",4523.8
18405,"2011","03",777.36
18561,"2011","03",37.17
18945,"2011","03",543.84
19047,"2011","03",60.52
19234,"2011","03",346.08
19655,"2011","03",1216.44
20037,"2011","03",15605.66
20422,"2011","03",444.65
20549,"2011","03",1110
20711,"2011","03",2254.67
21830,"2011","03",7599.62
22118,"2011","03",2905
22147,"2011","03",840.64
22243,"2011","03",25.92
23488,"2011","03",26524.52
24544,"2011","03",6336.8
24802,"2011","03",1331.64
25541,"2011","03",299
25601,"2011","03",257.14
27813,"2011","03",409.8
28225,"2011","03",1235.26
28290,"2011","03",1792.71
28451,"2011","03",7310.49
28774,"2011","03",191.36
28999,"2011","03",1155.32
29319,"2011","03",11351.79
30016,"2011","03",967.12
30083,"2011","03",334.88
30567,"2011","03",3726.44
30915,"2011","03",3209.35
31138,"2011","03",1175.12
31553,"2011","03",5213.76
31715,"2011","03",270.22
31781,"2011","03",341.47
32295,"2011","03",725.89
32418,"2011","03",1219.9
32800,"2011","03",12926.16
32868,"2011","03",1097.85
33025,"2011","03",339.2
33797,"2011","03",7108.1
33923,"2011","03",2243.66
33988,"2011","03",150.6
34691,"2011","03",7497.62
35936,"2011","03",4535.04
37537,"2011","03",10470.98
37638,"2011","03",136.29
37729,"2011","03",412.8
37862,"2011","03",1619.46
38021,"2011","03",6053.96
38340,"2011","03",2167.92
39173,"2011","03",437.06
40097,"2011","03",122.2
40354,"2011","03",1012.22
40704,"2011","03",10.56
41094,"2011","03",420.12
43362,"2011","03",15849.54
43620,"2011","03",238.73
43909,"2011","03",735.54
43911,"2011","03",17501.53
44069,"2011","03",792.48
44197,"2011","03",3806.46
44391,"2011","03",103.68
46884,"2011","03",804.24
47138,"2011","03",125.99
48199,"2011","03",739.78
48226,"2011","03",2322.54
48773,"2011","03",49.28
49505,"2011","03",426.6
49541,"2011","03",470.05
49730,"2011","03",1052.94
51623,"2011","03",35.36
52386,"2011","03",725.82
52608,"2011","03",143.28
53891,"2011","03",12365.52
55360,"2011","03",8637.76
55367,"2011","03",2754.78
55937,"2011","03",9426.92
57253,"2011","03",17491.63
58277,"2011","03",269.1
58343,"2011","03",128.31
58759,"2011","03",32.04
58784,"2011","03",10915.57
59232,"2011","03",712.54
97,"2012","03",75.14
611,"2012","03",831.9
640,"2012","03",5173.5
710,"2012","03",4822.93
1253,"2012","03",479.7
1280,"2012","03",838.8
1857,"2012","03",206.46
2213,"2012","03",34.68
2244,"2012","03",72.2
2305,"2012","03",4662.65
2852,"2012","03",4936.38
4545,"2012","03",157.92
4611,"2012","03",16031.36
5381,"2012","03",5112.77
5504,"2012","03",724.53
5510,"2012","03",116.16
6279,"2012","03",3296.72
8227,"2012","03",152.64
8642,"2012","03",285.35
8998,"2012","03",2327.73
10247,"2012","03",339.3
12580,"2012","03",8790.54
12708,"2012","03",144.32
13413,"2012","03",144.42
13447,"2012","03",503.76
13958,"2012","03",945.89
14661,"2012","03",1359.26
14755,"2012","03",3022.91
14819,"2012","03",11528.82
15079,"2012","03",4769.03
17825,"2012","03",981.76
18853,"2012","03",220.44
19494,"2012","03",872.45
19524,"2012","03",92.07
20449,"2012","03",1278.32
20934,"2012","03",1324.9
20961,"2012","03",6799.66
21574,"2012","03",69.96
23586,"2012","03",207.36
23782,"2012","03",23187.46
24135,"2012","03",365.28
24610,"2012","03",803.92
24740,"2012","03",1129.33
24961,"2012","03",465.12
25155,"2012","03",1085.79
25860,"2012","03",2273.59
26182,"2012","03",5333.32
26432,"2012","03",30251.52
27680,"2012","03",471.6
27808,"2012","03",188.01
27810,"2012","03",201.6
28289,"2012","03",154.38
29058,"2012","03",30509.48
29185,"2012","03",1062.39
30336,"2012","03",5408.76
31780,"2012","03",730.66
32932,"2012","03",29399.51
33218,"2012","03",582.89
34661,"2012","03",883.48
34753,"2012","03",146.93
34785,"2012","03",18044.1
34948,"2012","03",1032.15
35139,"2012","03",12013.65
35812,"2012","03",3707.08
36161,"2012","03",26.94
37125,"2012","03",68.08
